workerid,trial_number,trial_type,filler,prime_type,prime_strength,trial_type,within_between,category,p1-correct,p1-response,p2-correct,p2-response,t-correct,t-response,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
11,33,"""primer""","""false""",some,strong,some,within,"""some_strong_some""",1,"""right""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,34,"""primer""","""false""",some,strong,six,between,"""some_strong_six""",1,"""right""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,35,"""primer""","""false""",some,strong,four,between,"""some_strong_four""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,36,"""primer""","""false""",some,strong,four,between,"""some_strong_four""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,37,"""primer""","""false""",some,weak,four,between,"""some_weak_four""",0,"""left""",1,"""right""",0,"""left""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,38,"""primer""","""false""",four,strong,six,between,"""four_strong_six""",0,"""left""",1,"""right""",1,"""left""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,39,"""primer""","""false""",six,weak,some,between,"""six_weak_some""",0,"""left""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,40,"""primer""","""false""",six,strong,six,within,"""six_strong_six""",0,"""left""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,41,"""primer""","""false""",six,strong,four,between,"""six_strong_four""",1,"""right""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,42,"""primer""","""true""",six,weak,six,within,"""six_weak_six""",0,"""left""",1,"""right""",0,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,43,"""primer""","""false""",four,weak,some,between,"""four_weak_some""",0,"""left""",1,"""right""",0,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,44,"""primer""","""true""",some,weak,some,within,"""some_weak_some""",0,"""left""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,45,"""primer""","""false""",six,strong,some,between,"""six_strong_some""",1,"""right""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,46,"""primer""","""false""",six,weak,four,between,"""six_weak_four""",0,"""left""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,47,"""primer""","""false""",six,strong,some,between,"""six_strong_some""",1,"""right""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,48,"""primer""","""false""",some,weak,some,within,"""some_weak_some""",0,"""left""",1,"""right""",0,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,49,"""primer""","""false""",six,strong,four,between,"""six_strong_four""",1,"""right""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,50,"""primer""","""false""",four,strong,four,within,"""four_strong_four""",0,"""left""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,51,"""primer""","""false""",some,strong,four,between,"""some_strong_four""",1,"""right""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,52,"""primer""","""true""",four,weak,four,within,"""four_weak_four""",1,"""right""",0,"""left""",0,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,53,"""primer""","""false""",six,strong,six,within,"""six_strong_six""",1,"""right""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,54,"""primer""","""false""",six,strong,some,between,"""six_strong_some""",0,"""left""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,55,"""primer""","""false""",four,strong,some,between,"""four_strong_some""",0,"""left""",1,"""right""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
11,56,"""primer""","""true""",four,strong,four,within,"""four_strong_four""",0,"""left""",0,"""left""",1,"""right""","""English""","""2""","""Male""","""24""","""No""","""Thank you :) A1DUGGLUY7WPU0""","""Yes""","""$4""","""3""","""Windows""",864,1536,"""Chrome""","""3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Mon Jun 04 08:41:44 PDT 2018""","""40""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Wed Jul 04 08:41:44 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D5G8J4N5APIMJC30A99UKE2KAMVTZ""","""35L9RVQFCP3VQFU2LSNG8Z5G3SCUHE""",11,"""Submitted""","""Tue Jun 05 01:39:05 PDT 2018""","""Mon Jun 04 08:48:50 PDT 2018""","""Mon Jun 04 08:59:05 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""condition 2\""""","""9.163366666666667"""
