workerid,trial_number,trial_type,p2-response,filler,p1-correct,p1-response,p2-correct,category,t-correct,response,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
1,69,"""primer""","""right""","""false""",1,"""right""",1,"""six_weak_four""",0,"""right""","""english""","""2""","""Male""","""30""","""""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3FIUS151DWNYL1YWHHGHJKSOEB0GGY""",1,"""Submitted""","""Sat Jun 02 01:36:26 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:56:26 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.5179833333333335"""
1,70,"""primer""","""right""","""false""",1,"""right""",1,"""some_weak_six""",0,"""right""","""english""","""2""","""Male""","""30""","""""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3FIUS151DWNYL1YWHHGHJKSOEB0GGY""",1,"""Submitted""","""Sat Jun 02 01:36:26 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:56:26 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.5179833333333335"""
1,71,"""primer""","""left""","""false""",0,"""left""",0,"""some_weak_four""",0,"""right""","""english""","""2""","""Male""","""30""","""""","""""","""Yes""","""2.00""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3FIUS151DWNYL1YWHHGHJKSOEB0GGY""",1,"""Submitted""","""Sat Jun 02 01:36:26 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:56:26 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.5179833333333335"""
2,6,"""primer""","""right""","""false""",0,"""left""",1,"""some_weak_some""",0,"""left""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,7,"""primer""","""left""","""false""",0,"""left""",0,"""four_strong_some""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,8,"""primer""","""left""","""false""",1,"""right""",0,"""some_weak_four""",0,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,9,"""primer""","""left""","""false""",0,"""left""",0,"""some_weak_six""",0,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,10,"""primer""","""right""","""false""",0,"""left""",1,"""some_weak_six""",0,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,11,"""primer""","""right""","""false""",1,"""right""",1,"""six_strong_six""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,12,"""primer""","""right""","""false""",0,"""left""",1,"""some_strong_six""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,13,"""primer""","""left""","""false""",1,"""right""",0,"""six_strong_six""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,14,"""primer""","""left""","""false""",0,"""left""",0,"""six_strong_some""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,15,"""primer""","""left""","""false""",1,"""right""",0,"""some_weak_some""",0,"""left""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,16,"""primer""","""right""","""false""",0,"""left""",1,"""some_strong_some""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,17,"""primer""","""right""","""false""",1,"""right""",1,"""six_weak_six""",0,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,18,"""primer""","""left""","""false""",1,"""right""",0,"""four_weak_some""",0,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,19,"""primer""","""right""","""true""",1,"""right""",1,"""some_strong_undefined""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,20,"""primer""","""right""","""true""",1,"""right""",1,"""six_strong_undefined""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,21,"""primer""","""right""","""false""",1,"""right""",1,"""four_weak_four""",0,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,22,"""primer""","""left""","""true""",0,"""left""",0,"""four_weak_undefined""",0,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,23,"""primer""","""right""","""false""",1,"""right""",1,"""six_strong_four""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,24,"""primer""","""right""","""false""",1,"""right""",1,"""six_strong_some""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,25,"""primer""","""right""","""false""",1,"""right""",1,"""six_strong_four""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,26,"""primer""","""right""","""false""",1,"""right""",1,"""six_strong_four""",1,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
2,27,"""primer""","""left""","""true""",0,"""left""",0,"""some_weak_undefined""",0,"""right""","""english""","""2""","""Male""","""35""","""no""","""""","""Yes""","""2""","""3""","""Windows""",1080,1920,"""Chrome""","""3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3SZEO3JHC9XTAWOWZJLK7G804LQYHV""","""Priming Biases through images""","""Read descriptions and choose the card that fits best""","""language research stanford fun cognitive science university explanations""","""$2.00""","""Fri Jun 01 08:50:17 PDT 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Jul 01 08:50:17 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3BFF0DJK8XX2URVZ6F44JXUVL3WTSQ""","""3CCZ6YKWR84LQUM4MFRGN6FCKPR95I""",2,"""Submitted""","""Sat Jun 02 01:38:50 PDT 2018""","""Fri Jun 01 08:50:26 PDT 2018""","""Fri Jun 01 08:58:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""\""CONDITION 1\""""","""5.661133333333333"""
